subject_id,Filename,fold
58,IXI058-Guys-0726.nii.gz,5
70,IXI070-Guys-0767.nii.gz,5
547,IXI547-IOP-1149.nii.gz,5
290,IXI290-IOP-0874.nii.gz,5
544,IXI544-HH-2395.nii.gz,5
170,IXI170-Guys-0843.nii.gz,5
109,IXI109-Guys-0732.nii.gz,5
447,IXI447-Guys-0979.nii.gz,5
227,IXI227-Guys-0813.nii.gz,5
321,IXI321-Guys-0903.nii.gz,5
393,IXI393-Guys-0941.nii.gz,5
198,IXI198-Guys-0803.nii.gz,5
40,IXI040-Guys-0724.nii.gz,6
463,IXI463-IOP-1043.nii.gz,6
373,IXI373-IOP-0967.nii.gz,6
90,IXI090-Guys-0800.nii.gz,6
401,IXI401-Guys-0978.nii.gz,6
54,IXI054-Guys-0707.nii.gz,6
310,IXI310-IOP-0890.nii.gz,6
612,IXI612-HH-2688.nii.gz,6
320,IXI320-Guys-0902.nii.gz,6
539,IXI539-Guys-1067.nii.gz,6
282,IXI282-HH-2025.nii.gz,6
118,IXI118-Guys-0764.nii.gz,6
132,IXI132-HH-1415.nii.gz,6
264,IXI264-Guys-0854.nii.gz,6
217,IXI217-HH-1638.nii.gz,6
420,IXI420-Guys-1028.nii.gz,6
394,IXI394-Guys-0940.nii.gz,6
443,IXI443-HH-2215.nii.gz,6
434,IXI434-IOP-1010.nii.gz,6
632,IXI632-HH-2652.nii.gz,6
92,IXI092-HH-1436.nii.gz,6
192,IXI192-Guys-0878.nii.gz,6
561,IXI561-IOP-1152.nii.gz,6
62,IXI062-Guys-0740.nii.gz,6
588,IXI588-IOP-1158.nii.gz,6
184,IXI184-Guys-0794.nii.gz,6
259,IXI259-HH-1804.nii.gz,6
328,IXI328-HH-2295.nii.gz,6
337,IXI337-IOP-0929.nii.gz,6
341,IXI341-Guys-0906.nii.gz,6
303,IXI303-IOP-0968.nii.gz,6
445,IXI445-HH-2269.nii.gz,6
452,IXI452-HH-2213.nii.gz,6
154,IXI154-Guys-0821.nii.gz,6
173,IXI173-HH-1590.nii.gz,6
257,IXI257-HH-1724.nii.gz,6
205,IXI205-HH-1649.nii.gz,6
299,IXI299-Guys-0893.nii.gz,6
138,IXI138-Guys-0746.nii.gz,6
167,IXI167-HH-1569.nii.gz,6
404,IXI404-Guys-0950.nii.gz,6
340,IXI340-IOP-0915.nii.gz,6
306,IXI306-IOP-0867.nii.gz,6
429,IXI429-Guys-0997.nii.gz,6
42,IXI042-Guys-0725.nii.gz,6
553,IXI553-IOP-1151.nii.gz,6
368,IXI368-Guys-0916.nii.gz,6
636,IXI636-HH-2733.nii.gz,6
45,IXI045-Guys-0713.nii.gz,6
536,IXI536-Guys-1059.nii.gz,6
625,IXI625-Guys-1098.nii.gz,6
81,IXI081-Guys-0855.nii.gz,6
411,IXI411-Guys-0959.nii.gz,6
502,IXI502-Guys-1020.nii.gz,6
275,IXI275-HH-1803.nii.gz,6
28,IXI028-Guys-1038.nii.gz,6
577,IXI577-HH-2661.nii.gz,6
319,IXI319-Guys-0901.nii.gz,6
648,IXI648-Guys-1107.nii.gz,7
44,IXI044-Guys-0712.nii.gz,7
381,IXI381-Guys-1024.nii.gz,7
458,IXI458-Guys-0993.nii.gz,7
278,IXI278-HH-1771.nii.gz,7
159,IXI159-HH-1549.nii.gz,7
268,IXI268-Guys-0858.nii.gz,7
382,IXI382-IOP-1135.nii.gz,7
204,IXI204-HH-1651.nii.gz,7
336,IXI336-Guys-0904.nii.gz,7
344,IXI344-Guys-0905.nii.gz,7
122,IXI122-Guys-0773.nii.gz,7
527,IXI527-HH-2376.nii.gz,7
427,IXI427-IOP-1012.nii.gz,7
31,IXI031-Guys-0797.nii.gz,7
541,IXI541-IOP-1146.nii.gz,7
460,IXI460-Guys-0999.nii.gz,7
436,IXI436-HH-2153.nii.gz,7
212,IXI212-HH-1643.nii.gz,7
428,IXI428-Guys-0996.nii.gz,7
201,IXI201-HH-1588.nii.gz,7
578,IXI578-Guys-1078.nii.gz,7
506,IXI506-Guys-1035.nii.gz,7
631,IXI631-HH-2651.nii.gz,7
284,IXI284-HH-2354.nii.gz,7
106,IXI106-Guys-0760.nii.gz,7
510,IXI510-IOP-1143.nii.gz,7
305,IXI305-IOP-0871.nii.gz,7
63,IXI063-Guys-0742.nii.gz,7
492,IXI492-Guys-1022.nii.gz,7
386,IXI386-HH-2077.nii.gz,7
626,IXI626-Guys-1094.nii.gz,7
399,IXI399-Guys-0966.nii.gz,7
180,IXI180-HH-1605.nii.gz,7
470,IXI470-IOP-1030.nii.gz,7
390,IXI390-Guys-0931.nii.gz,7
522,IXI522-HH-2453.nii.gz,7
589,IXI589-Guys-1080.nii.gz,7
598,IXI598-HH-2606.nii.gz,7
104,IXI104-HH-1450.nii.gz,7
465,IXI465-HH-2176.nii.gz,7
354,IXI354-HH-2024.nii.gz,7
60,IXI060-Guys-0709.nii.gz,7
643,IXI643-HH-2787.nii.gz,7
41,IXI041-Guys-0706.nii.gz,7
361,IXI361-Guys-0913.nii.gz,7
440,IXI440-HH-2127.nii.gz,7
69,IXI069-Guys-0769.nii.gz,7
208,IXI208-Guys-0808.nii.gz,7
435,IXI435-IOP-1040.nii.gz,7
416,IXI416-Guys-1051.nii.gz,7
140,IXI140-Guys-0787.nii.gz,7
314,IXI314-IOP-0889.nii.gz,7
95,IXI095-HH-1390.nii.gz,7
454,IXI454-Guys-1083.nii.gz,7
519,IXI519-HH-2240.nii.gz,7
546,IXI546-HH-2450.nii.gz,7
307,IXI307-IOP-0872.nii.gz,7
331,IXI331-IOP-0892.nii.gz,8
49,IXI049-HH-1358.nii.gz,8
490,IXI490-Guys-1018.nii.gz,8
253,IXI253-HH-1694.nii.gz,8
94,IXI094-HH-1355.nii.gz,8
333,IXI333-IOP-0926.nii.gz,8
412,IXI412-Guys-0949.nii.gz,8
512,IXI512-Guys-1054.nii.gz,8
77,IXI077-Guys-0752.nii.gz,8
121,IXI121-Guys-0772.nii.gz,8
576,IXI576-Guys-1077.nii.gz,8
79,IXI079-HH-1388.nii.gz,8
651,IXI651-Guys-1118.nii.gz,8
532,IXI532-IOP-1145.nii.gz,8
408,IXI408-Guys-0962.nii.gz,8
188,IXI188-Guys-0798.nii.gz,8
653,IXI653-Guys-1122.nii.gz,8
484,IXI484-HH-2179.nii.gz,8
23,IXI023-Guys-0699.nii.gz,8
372,IXI372-IOP-0971.nii.gz,8
613,IXI613-HH-2734.nii.gz,8
85,IXI085-Guys-0759.nii.gz,8
16,IXI016-Guys-0697.nii.gz,8
221,IXI221-HH-1606.nii.gz,8
162,IXI162-HH-1548.nii.gz,8
293,IXI293-IOP-0876.nii.gz,8
111,IXI111-Guys-0734.nii.gz,8
410,IXI410-Guys-0958.nii.gz,8
86,IXI086-Guys-0728.nii.gz,8
330,IXI330-Guys-0881.nii.gz,8
619,IXI619-Guys-1099.nii.gz,8
468,IXI468-Guys-0985.nii.gz,8
312,IXI312-Guys-0887.nii.gz,8
462,IXI462-IOP-1042.nii.gz,8
200,IXI200-Guys-0812.nii.gz,8
27,IXI027-Guys-0710.nii.gz,8
148,IXI148-HH-1453.nii.gz,8
222,IXI222-Guys-0819.nii.gz,8
139,IXI139-Guys-0815.nii.gz,8
143,IXI143-Guys-0785.nii.gz,8
61,IXI061-Guys-0715.nii.gz,8
388,IXI388-IOP-0973.nii.gz,8
25,IXI025-Guys-0852.nii.gz,8
616,IXI616-Guys-1092.nii.gz,8
251,IXI251-Guys-1055.nii.gz,8
311,IXI311-Guys-0885.nii.gz,8
396,IXI396-HH-2115.nii.gz,8
559,IXI559-HH-2394.nii.gz,8
560,IXI560-Guys-1070.nii.gz,8
475,IXI475-IOP-1139.nii.gz,8
488,IXI488-Guys-1015.nii.gz,8
622,IXI622-Guys-1102.nii.gz,8
453,IXI453-HH-2214.nii.gz,8
127,IXI127-HH-1451.nii.gz,8
219,IXI219-Guys-0894.nii.gz,8
464,IXI464-IOP-1029.nii.gz,8
129,IXI129-Guys-0775.nii.gz,8
641,IXI641-Guys-1105.nii.gz,8
473,IXI473-IOP-1137.nii.gz,9
332,IXI332-IOP-1134.nii.gz,9
635,IXI635-HH-2691.nii.gz,9
160,IXI160-HH-1637.nii.gz,9
638,IXI638-HH-2786.nii.gz,9
325,IXI325-Guys-0911.nii.gz,9
262,IXI262-HH-1861.nii.gz,9
202,IXI202-HH-1526.nii.gz,9
317,IXI317-Guys-0896.nii.gz,9
260,IXI260-HH-1805.nii.gz,9
286,IXI286-Guys-0859.nii.gz,9
166,IXI166-Guys-0846.nii.gz,9
594,IXI594-Guys-1089.nii.gz,9
586,IXI586-HH-2451.nii.gz,9
481,IXI481-HH-2175.nii.gz,9
621,IXI621-Guys-1100.nii.gz,9
533,IXI533-Guys-1066.nii.gz,9
36,IXI036-Guys-0736.nii.gz,9
605,IXI605-HH-2598.nii.gz,9
294,IXI294-IOP-0868.nii.gz,9
376,IXI376-Guys-0938.nii.gz,9
296,IXI296-HH-1970.nii.gz,9
195,IXI195-HH-1620.nii.gz,9
93,IXI093-HH-1359.nii.gz,9
413,IXI413-Guys-0955.nii.gz,9
409,IXI409-Guys-0960.nii.gz,9
565,IXI565-HH-2534.nii.gz,9
146,IXI146-HH-1389.nii.gz,9
33,IXI033-HH-1259.nii.gz,9
402,IXI402-Guys-0961.nii.gz,9
350,IXI350-Guys-0908.nii.gz,9
433,IXI433-IOP-0989.nii.gz,9
231,IXI231-IOP-0866.nii.gz,9
150,IXI150-HH-1550.nii.gz,9
377,IXI377-Guys-0937.nii.gz,9
584,IXI584-Guys-1129.nii.gz,9
461,IXI461-Guys-0998.nii.gz,9
432,IXI432-Guys-0987.nii.gz,9
211,IXI211-HH-1568.nii.gz,9
450,IXI450-Guys-1093.nii.gz,9
395,IXI395-IOP-0969.nii.gz,9
175,IXI175-HH-1570.nii.gz,9
174,IXI174-HH-1571.nii.gz,9
426,IXI426-IOP-1011.nii.gz,9
573,IXI573-IOP-1155.nii.gz,9
592,IXI592-Guys-1085.nii.gz,9
363,IXI363-HH-2050.nii.gz,9
614,IXI614-HH-2735.nii.gz,9
526,IXI526-HH-2392.nii.gz,9
618,IXI618-Guys-1091.nii.gz,9
637,IXI637-HH-2785.nii.gz,9
183,IXI183-Guys-0791.nii.gz,9
451,IXI451-HH-2212.nii.gz,9
193,IXI193-Guys-0810.nii.gz,9
225,IXI225-Guys-0832.nii.gz,9
136,IXI136-HH-1452.nii.gz,9
359,IXI359-Guys-0918.nii.gz,9
419,IXI419-Guys-1027.nii.gz,9
